18.9393441677 19.8681461811 19.808962822 20.0209584236 20.6618051529
18.9429023266 19.9829258919 19.8523495197 20.02257967 20.7360603809
18.9433481693 20.0088303089 19.9790279865 20.1540937424 20.7454972267
19.1071772575 20.0158567429 20.0415725708 20.1687452793 20.7509305477
19.1218709946 20.0174951553 20.0901486874 20.184387207 20.7931313515
19.1374750137 20.0856301785 20.0935971737 20.2404024601 20.8233444691
19.1928789616 20.147507906 20.098130703 20.2666962147 20.8295292854
19.2487304211 20.1866316795 20.1156468391 20.2907662392 20.8367843628
19.2676260471 20.2047922611 20.1670031548 20.296214819 20.8439548016
19.2988071442 20.21205163 20.1938316822 20.3535890579 20.8513388634
19.3163459301 20.2180714607 20.2064287663 20.4066963196 20.8597564697
19.3169229031 20.2321755886 20.2101807594 20.4413928986 20.8725030422
19.3360431194 20.2368710041 20.2218899727 20.5005357265 20.8973212242
19.3637566566 20.2580766678 20.2263767719 20.5052278042 20.9025995731
19.3677482605 20.2780184746 20.2339110374 20.5106117725 20.9169783592
19.3685903549 20.305311203 20.2408943176 20.6485016346 20.9692897797
19.3764719963 20.3082172871 20.2456660271 20.6498041153 20.9702153206
19.3797385693 20.3087916374 20.256633997 20.6768701077 21.0032188892
19.4092159271 20.327177763 20.2875995636 20.7000796795 21.0038070679
19.4095187187 20.3751220703 20.2902839184 20.7481496334 21.0131175518
19.4355175495 20.3775849342 20.2937283516 20.7631642818 21.0320456028
19.4469852448 20.4112713337 20.3201565742 20.8058974743 21.0341262817
19.4578273296 20.4138219357 20.3423523903 20.8191559315 21.0417239666
19.4654579163 20.4189682007 20.3645925522 20.8519408703 21.0452401638
19.4777443409 20.4415514469 20.3711912632 20.8879215717 21.0671641827
19.4844989777 20.4417090416 20.4025835991 20.9208049774 21.0734128952
19.4862241745 20.4684076309 20.4325389862 20.9388840199 21.0836732388
19.4953284264 20.4702782631 20.4523844719 20.9740526676 21.1633319855
19.5007145405 20.4790766239 20.4592058659 20.9968743324 21.1671042442
19.5142168999 20.4862210751 20.4649274349 21.033438921 21.1704432964
19.5192344189 20.5112061501 20.5447123051 21.0344634056 21.2087495327
19.5195767879 20.5255174637 20.5470559597 21.035545826 21.2330248356
19.5263442993 20.5819199085 20.5562312603 21.0803117752 21.2476615906
19.5418310165 20.5948748589 20.5617520809 21.082652092 21.2502851486
19.5434675217 20.6379628181 20.5618128777 21.0842192173 21.2723352909
19.5521500111 20.6619181633 20.5660190582 21.1017520428 21.3008782864
19.5849909782 20.6756768227 20.6082205772 21.1160140038 21.3098938465
19.6116194725 20.6766395569 20.7186274529 21.2027697563 21.3803350925
19.6497900486 20.7426280975 20.7549965382 21.2471911907 21.4114322662
19.6714384556 20.7732117176 20.8392710686 21.2697315216 21.4146511555
19.6850411892 20.7779593468 20.8593277931 21.2804069519 21.438631773
19.6865758896 20.7846031189 20.9806206226 21.3040430546 21.4389073849
19.7015390396 20.8558573723 20.9906308651 21.3828382492 21.5921711922
19.711820364 20.8865597248 21.0212037563 21.5852284431 21.6296582222
19.7122905254 20.9135377407 21.0790095329 21.5953764915 21.7144293785
19.7177810669 20.9938571453 21.1885354519 21.8083560467 21.8790891171
19.7268207073 21.0471482277 21.2044258118 21.8387696743 21.8968453407
19.7585275173 21.1400001049 21.2931382656 21.8409712315 22.1231019497
