21.6303186417 22.5448355675 23.2859323025 23.353089571 24.0236184597
21.9186398983 22.6578979492 23.28982234 23.4804496765 24.1353766918
21.9921965599 22.6646294594 23.4123988152 23.4845719337 24.2023787498
22.0052757263 22.7266895771 23.4181935787 23.4895002842 24.2360036373
22.0214326382 22.7722101212 23.4498221874 23.4908573627 24.2549085617
22.0228047371 22.7886779308 23.4770712852 23.5485546589 24.272159338
22.0415444374 22.8247485161 23.5352852345 23.5492246151 24.2991051674
22.0533714294 22.8718678951 23.5784702301 23.5918486118 24.3200888634
22.0867705345 22.9158596992 23.6370410919 23.59283638 24.3597917557
22.1195676327 22.9357030392 23.6601829529 23.6408677101 24.3890497684
22.1322205067 22.9755160809 23.68663764 23.6432290077 24.4141991138
22.1482129097 23.0014705658 23.6998357773 23.6628012657 24.4279229641
22.1608891487 23.0562734604 23.7008988857 23.6628630161 24.4558517933
22.1773433685 23.081445694 23.7121474743 23.7095832825 24.4640314579
22.2107715607 23.0887827873 23.7486178875 23.7166857719 24.4913110733
22.2205021381 23.1137924194 23.7568385601 23.7463490963 24.4946427345
22.2296295166 23.13697052 23.7674894333 23.7658653259 24.4983780384
22.2648015022 23.1562366486 23.7783064842 23.7700436115 24.5355117321
22.284835577 23.1672596931 23.7853016853 23.7772629261 24.5435180664
22.298232317 23.1836543083 23.7969107628 23.8068246841 24.5465893745
22.3264074326 23.2621362209 23.8198845387 23.8071167469 24.5662560463
22.349725008 23.2638566494 23.8766992092 23.8148338795 24.5770976543
22.3953886032 23.3148677349 23.8791921139 23.8261244297 24.5784320831
22.4150409698 23.3327672482 23.8843507767 23.8406059742 24.6138417721
22.4281775951 23.3632237911 23.8947792053 23.8607227802 24.6398441792
22.439769268 23.3647844791 23.9005441666 23.8794112206 24.6476612091
22.4605083466 23.3704814911 23.9037897587 23.9137952328 24.6752693653
22.4633581638 23.3795268536 23.92319417 23.9205513 24.6888711452
22.5545599461 23.3945701122 23.9311885834 23.9345421791 24.6915524006
22.589073658 23.3994407654 23.9383106232 23.9916903973 24.7027208805
22.5985810757 23.4002404213 23.9455986023 24.0046563148 24.7144403458
22.6039116383 23.437271595 23.9644715786 24.0154895782 24.7526996136
22.6159074306 23.4520392418 23.9700770378 24.0567955971 24.7545883656
22.6159877777 23.6112146378 23.9805083275 24.0656168461 24.7558071613
22.6488592625 23.6148209572 24.0099847317 24.0821490288 24.768812418
22.6626865864 23.6204600334 24.0266799927 24.1460659504 24.8012731075
22.6749968529 23.6206047535 24.0626871586 24.1466729641 24.8072535992
22.7183358669 23.6956968307 24.0860788822 24.1616783142 24.8163874149
22.7715969086 23.7331705093 24.1021411419 24.1731858253 24.8436808586
22.7764217854 23.7440297604 24.104218483 24.1868309975 24.8628520966
22.7946760654 23.7494299412 24.1071071625 24.2468914986 24.8651387691
22.8007450104 23.8242893219 24.1528475285 24.2563126087 24.8822081089
22.8196027279 23.8763389587 24.1536440849 24.268969059 24.9020023346
22.8443083763 23.9796743393 24.1666898727 24.383728981 24.9479420185
22.8719191551 23.9817512035 24.1925797462 24.4014453888 24.968944788
22.8864686489 23.9892265797 24.1979777813 24.4698760509 24.9857935905
22.8925588131 24.1056551933 24.2012627125 24.5244355202 25.102091074
23.188249588 24.1305272579 24.2231061459 24.6661293507 25.1663680077
