13.2078819275 13.7147803307 13.5550284386 13.8918015957 13.3962936401
13.2926814556 13.7940719128 13.690908432 14.1761667728 13.5656065941
13.3050949574 13.801497221 13.7690453529 14.299526453 13.6469049454
13.3235201836 13.8057920933 13.7957830429 14.3170280457 13.6552903652
13.366959095 13.8861942291 13.8536040783 14.3190546036 13.6608505249
13.4715733528 13.8932323456 14.0005018711 14.3592171669 13.6629524231
13.5057675838 13.9331748486 14.0328204632 14.4107182026 13.6809914112
13.5549116135 13.992524147 14.0578701496 14.5671916008 13.6827213764
13.5774509907 14.0280115604 14.0843067169 14.6591792107 13.7081296444
13.5827929974 14.0286860466 14.1437389851 14.6960587502 13.7311298847
13.604694128 14.0482375622 14.1927287579 14.8628220558 13.7530751228
13.6739425659 14.0554742813 14.2468223572 14.8635537624 13.7741491795
13.6745462418 14.1283619404 14.2752399445 14.881953001 13.7769424915
13.7223863602 14.2207312584 14.2863354683 14.9077374935 13.7817173004
13.7629988194 14.2573368549 14.2882008553 14.9362165928 13.7850687504
13.8183760643 14.2640058994 14.308889389 15.1848797798 13.9352517128
13.9427902699 14.4149644375 14.3402252197 15.3220515251 14.1167733669
14.217079401 14.5239889622 14.3693249226 15.3414542675 14.1553144455
14.289403677 15.0699028969 14.5128257275 15.3440856934 14.3739469051
13.795425725 15.0962891579 14.8785610199 15.3471927643 16.3233025074
